Payloads,Types
SELECT * FROM sport WHERE fighting = 'dropped' LIMIT 3,valid
SELECT * FROM wind WHERE back = 'how' FETCH FIRST 3 ROWS ONLY,valid
SELECT AVG ( certain ) FROM globe,valid
SELECT * FROM broke WHERE mill NOT LIKE '[certain]%',valid
SELECT AVG ( tonight ) FROM shoot SELECT SUM ( meal ) ,valid
SELECT AVG ( changing ) FROM smoke SELECT SUM ( enough ) ,valid
SELECT AVG ( slide )  FROM deeply  SELECT SUM ( central ) ,valid
SELECT COUNT ( married ) FROM tall,valid
SELECT COUNT ( saddle ) FROM organization,valid
SELECT AVG ( aware ) FROM ship,valid
SELECT * FROM travel WHERE claws NOT LIKE 'escape%',valid
SELECT * FROM drive WHERE cattle LIKE '%fly%',valid
SELECT * FROM probably  WHERE thou NOT LIKE '[account]%',valid
"  SELECT * FROM believed WHERE was IN  ( 'canal', 'wall', 'excellent' )  ",valid
"  SELECT * FROM building WHERE remain NOT IN  ( 'blanket', 'printed', 'eager' )  ",valid
SELECT * FROM hair WHERE nothing IN  ( SELECT excited FROM help ) ,valid
SELECT * FROM should WHERE box  BETWEEN 10 AND 20,valid
SELECT * FROM mad WHERE Price NOT BETWEEN 10 AND 20,valid
SELECT * FROM else WHERE proud BETWEEN 'parts' AND 'first',valid
"SELECT * FROM mother WHERE improve BETWEEN ""greatest"" AND    ""circle""",valid
SELECT * FROM most WHERE born NOT BETWEEN 'ear' AND 'afternoon',valid
SELECT * FROM snow WHERE search BETWEEN party09/01/1996stop AND hidden15/31/1996ourselves,valid
SELECT * FROM slept WHERE former BETWEEN '1996-07-01' AND '1996-07-31',valid
SELECT AVG ( raw ) FROM bigger SELECT SUM ( volume ) ,valid
SELECT COUNT ( usually )  FROM slabs,valid
SELECT COUNT ( fromID ) FROM sharp,valid
SELECT * FROM honor WHERE your BETWEEN '1996-07-01' AND '1996-07-31',valid
"  SELECT seedID AS ID, classroom AS sport FROM include",valid
"  SELECT thrownID AS ID, beyond AS surprise FROM ought",valid
"  SELECT affect AS contain, draw AS [common]  FROM yesterday",valid
"   SELECT chamber, tired+ ', ' + certain+ ' ' + crew+ ', ' + suit AS broke  FROM face",valid
SELECT boat ( s ) FROM tribe INNER JOIN,valid
"   SELECT truck,straw,political,worse,involved     (  (  stuck JOIN fed ON practical.relationship =  air.section )   INNER JOIN mirrorON Orders.city =  movement.bentID ) ",valid
SELECT baby ( s )  FROM floating LEFT JOIN,valid
"  SELECT brass,value,frighten FROM process LEFT JOIN Orders ON rule.joinID =  send.model ORDER BY underline.dinner",valid
SELECT wing ( s FROM satisfied RIGHT JOIN,valid
"  SELECT Orders.richrID, Employees.breeze, Employees.slipped FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.spellID ORDER BY Orders.planeID",valid
SELECT tonight ( s )  FROM population FULL OUTER JOIN,valid
" SELECT column_name ( s )  FROM swung,uncle",valid
SELECT invented ( s )  FROM pool UNION,valid
SELECT knew ( s )  FROM know SELECT darkness ( s ) ,valid
SELECT review ( s )  FROM powder UNION ALL,valid
SELECT material ( s )  FROM port SELECT automobile FROM almost,valid
SELECT west FROM dinner UNION SELECT task FROM jar ORDER BY wheel,valid
SELECT compare FROM sitting UNION ALL SELECT born FROM combination ORDER BY hurt,valid
"  SELECT separate,this FROM gone WHERE island = 'zero' UNION SELECT promised, block FROM disappear",valid
"   SELECT COUNT ( body ) , drop FROM doll BY stopped",valid
"   SELECT Employees.safe, COUNT ( Orders.keptID )  AS quietFROM    ( OrdersINNER JOIN model ON Orders.landID  =  Employees.babyID ) ",valid
SELECT * FROM even FETCH FIRST 50 PERCENT ROWS ONLY,valid
SELECT heading,valid
SELECT * FROM shelter,valid
SELECT camp FROM off,valid
SELECT DISTINCT unless FROM door,valid
SELECT COUNT ( DISTINCT closer )  FROM pipe,valid
SELECT Count ( * )  AS what,valid
FROM  ( SELECT DISTINCT pitch FROM exciting ) ,valid
SELECT * FROM express,valid
SELECT * FROM dot WHERE hungry = 'threw',valid
SELECT * FROM matter WHERE begun = 'age',valid
SELECT * FROM straw  WHERE exciting = halfway,valid
SELECT * FROM south WHERE distance = 'temperature'  AND City = 'rope',valid
SELECT * FROM wore WHERE weak = 'gas'  OR additional = 'wherever',valid
SELECT * FROM machinery WHERE wooden = 'completely'  OR sides = 'talk',valid
SELECT * FROM local WHERE    NOT winter = 'region',valid
SELECT * FROM quiet WHERE arm = 'detail'  AND  ( fellow = 'service' OR cloud = 'flew' ) ,valid
SELECT * FROM wild WHERE NOT sleep = 'halfway'  AND NOT union = 'create',valid
SELECT * FROM ago ORDER BY box,valid
SELECT * FROM current ORDER BY blind DESC,valid
" SELECT * FROM discovery ORDER BY hollow, guess",valid
" SELECT * FROM brother ORDER BY spring ASC, laid DESC",valid
"INSERT INTO vote ( flat, trap, card, score, correctly, law )  VALUES  ( 'market', 'chose'. zero', 'within', 'gas', 'waste', 'screen' )  ",valid
"INSERT INTO exist  ( syllable, strength, behavior )  VALUES  ( 'specific', 'greater', 'vast' )  ",valid
"   SELECT lovely, section, not FROM thou WHERE amount  IS NULL",valid
"   SELECT pour, maybe, balloonFROM halfway WHERE month  IS NOT NULL",valid
"  UPDATE gas SET memory =  'condition', City =  'start' WHERE line =  speak",valid
 UPDATE airplane SET question = 'first'WHERE basket = 'colony',valid
SELECT * FROM mostly,valid
DELETE FROM extra WHERE log = 'population',valid
DELETE FROM citizen,valid
SELECT fear ( s )  FROM dead,valid
SELECT * FROM  ( SELECT start FROM cowboy ) ,valid
SELECT TOP 3 * FROM drew,valid
SELECT * FROM coming 3,valid
SELECT * FROM language FETCH FIRST 3 ROWS ONLY,valid
SELECT TOP 50 PERCENT * FROM burst,valid
SELECT * FROM them FETCH FIRST 50 PERCENT ROWS ONLY,valid
SELECT TOP 3 * FROM seldom WHERE fresh = 'piano',valid
SELECT * FROM attack WHERE unless = 'task' LIMIT 3,valid
SELECT * FROM title WHERE tired = 'luck' FETCH FIRST 3 ROWS ONLY,valid
SELECT MIN ( she )  AS shut FROM made,valid
SELECT MIN ( fed )  AS hidden FROM receive,valid
SELECT * FROM  ( SELECT former FROM frame ) ,valid
SELECT TOP 3 * FROM traffic SELECT * FROM rock 3SELECT * FROM grew,valid
SELECT * FROM hang 3 SELECT * FROM against,valid
SELECT * FROM afraid FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM corner,valid
SELECT TOP 50 PERCENT * FROM win SELECT * FROM stranger FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM stiff,valid
SELECT * FROM lunch FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM baseball,valid
SELECT TOP 3 * FROM ring WHERE evening = 'south' SELECT * FROM brick,valid
SELECT * FROM sweet WHERE living = 'yourself' LIMIT 3,valid
SELECT * FROM per WHERE customs = 'setting' FETCH FIRST 3 ROWS ONLY,valid
SELECT AVG ( ice ) FROM universe,valid
SELECT * FROM grew WHERE then NOT LIKE '[machine]%',valid
SELECT AVG ( dot ) FROM planning SELECT SUM ( so ) ,valid
SELECT AVG ( wherever ) FROM entirely SELECT SUM ( call ) ,valid
SELECT AVG ( you )  FROM reason  SELECT SUM ( raw ) ,valid
SELECT COUNT ( affect ) FROM headed,valid
SELECT COUNT ( able ) FROM constantly,valid
SELECT AVG ( read ) FROM steam,valid
SELECT * FROM per WHERE paid NOT LIKE 'ants%',valid
SELECT * FROM too WHERE similar LIKE '%material%',valid
SELECT * FROM vowel  WHERE layers NOT LIKE '[nearby]%',valid
"  SELECT * FROM fallen WHERE whistle IN  ( 'strip', 'herself', 'direction' )  ",valid
"  SELECT * FROM bite WHERE explanation NOT IN  ( 'pig', 'station', 'western' )  ",valid
SELECT * FROM expect WHERE chose IN  ( SELECT unit FROM merely ) ,valid
SELECT * FROM log WHERE primitive  BETWEEN 10 AND 20,valid
SELECT * FROM shoe WHERE Price NOT BETWEEN 10 AND 20,valid
SELECT * FROM accident WHERE likely BETWEEN 'hardly' AND 'command',valid
"SELECT * FROM consonant WHERE grandfather BETWEEN ""living"" AND    ""against""",valid
SELECT * FROM increase WHERE duck NOT BETWEEN 'position' AND 'decide',valid
SELECT * FROM flame WHERE men BETWEEN since09/01/1996minute AND teeth15/31/1996rocky,valid
SELECT * FROM final WHERE task BETWEEN '1996-07-01' AND '1996-07-31',valid
SELECT AVG ( war ) FROM layers SELECT SUM ( men ) ,valid
SELECT COUNT ( paper )  FROM basic,valid
SELECT COUNT ( jarID ) FROM teeth,valid
SELECT AVG ( Price ) FROM stone,valid
SELECT * FROM listen WHERE without BETWEEN '1996-07-01' AND '1996-07-31',valid
"  SELECT neededID AS ID, street AS carried FROM chest",valid
"  SELECT damageID AS ID, fact AS wherever FROM wolf",valid
"  SELECT forward AS heading, film AS [train]  FROM wife",valid
"   SELECT highest, grandmother+ ', ' + beat+ ' ' + pole+ ', ' + shop AS castle  FROM verb",valid
SELECT massage ( s ) FROM imagine INNER JOIN,valid
"   SELECT please,black,apart,leader,conversation     (  (  wonder JOIN beginning ON angle.zebra =  cattle.chicken )   INNER JOIN objectON Orders.office =  natural.haveID ) ",valid
SELECT habit ( s )  FROM condition LEFT JOIN,valid
"  SELECT definition,off,opportunity FROM beneath LEFT JOIN Orders ON cold.appleID =  surface.attempt ORDER BY evening.trap",valid
SELECT offer ( s FROM salmon RIGHT JOIN,valid
"  SELECT Orders.memoryrID, Employees.slightly, Employees.rain FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.westernID ORDER BY Orders.medicineID",valid
SELECT plant ( s )  FROM where FULL OUTER JOIN,valid
" SELECT column_name ( s )  FROM show,solve",valid
SELECT town ( s )  FROM whom UNION,valid
SELECT string ( s )  FROM possible SELECT knew ( s ) ,valid
SELECT blood ( s )  FROM ate UNION ALL,valid
SELECT studied ( s )  FROM cat SELECT oil FROM composed,valid
SELECT wait FROM choose UNION SELECT correct FROM available ORDER BY opposite,valid
SELECT flew FROM couple UNION ALL SELECT wrapped FROM turn ORDER BY yesterday,valid
"  SELECT ready,original FROM roof WHERE atmosphere = 'green' UNION SELECT chose, younger FROM finish",valid
"   SELECT COUNT ( increase ) , stand FROM led BY power",valid
"   SELECT Employees.white, COUNT ( Orders.beforeID )  AS lakeFROM    ( OrdersINNER JOIN herd ON Orders.whistleID  =  Employees.climbID ) ",valid
SELECT * FROM president FETCH FIRST 50 PERCENT ROWS ONLY,valid
SELECT silk,valid
SELECT * FROM give,valid
SELECT pot FROM promised,valid
SELECT DISTINCT roof FROM trail,valid
SELECT COUNT ( DISTINCT rich )  FROM him,valid
SELECT Count ( * )  AS applied,valid
FROM  ( SELECT DISTINCT volume FROM try ) ,valid
SELECT * FROM popular,valid
SELECT * FROM adult WHERE major = 'pure',valid
SELECT * FROM differ WHERE blanket = 'bet',valid
SELECT * FROM depend  WHERE escape = mice,valid
SELECT * FROM mass WHERE ocean = 'syllable'  AND City = 'characteristic',valid
SELECT * FROM second WHERE star = 'island'  OR river = 'beside',valid
SELECT * FROM secret WHERE expression = 'facing'  OR such = 'warn',valid
SELECT * FROM arrange WHERE    NOT surprise = 'company',valid
SELECT * FROM cake WHERE skill = 'bottom'  AND  ( strike = 'interior' OR aloud = 'couple' ) ,valid
SELECT * FROM more WHERE NOT height = 'bite'  AND NOT expression = 'aside',valid
SELECT * FROM pipe ORDER BY safe,valid
SELECT * FROM down ORDER BY all DESC,valid
" SELECT * FROM correct ORDER BY clothing, leader",valid
" SELECT * FROM design ORDER BY famous ASC, breathing DESC",valid
"INSERT INTO base ( baseball, hunter, freedom, physical, top, corner )  VALUES  ( 'mass', 'tide'. that', 'meat', 'food', 'maybe', 'seed' )  ",valid
"INSERT INTO difficult  ( explanation, complete, someone )  VALUES  ( 'nervous', 'wear', 'spite' )  ",valid
"   SELECT itself, happen, breathe FROM first WHERE thing  IS NULL",valid
"   SELECT exist, average, presentFROM certain WHERE person  IS NOT NULL",valid
"  UPDATE bag SET bottom =  'pie', City =  'yet' WHERE mixture =  heading",valid
 UPDATE stretch SET learn = 'sink'WHERE stared = 'temperature',valid
SELECT * FROM area,valid
DELETE FROM slight WHERE central = 'produce',valid
DELETE FROM greatest,valid
SELECT those ( s )  FROM suppose,valid
SELECT * FROM  ( SELECT treated FROM naturally ) ,valid
SELECT TOP 3 * FROM worse,valid
SELECT * FROM end 3,valid
SELECT * FROM road FETCH FIRST 3 ROWS ONLY,valid
SELECT TOP 50 PERCENT * FROM cook,valid
SELECT * FROM dirt FETCH FIRST 50 PERCENT ROWS ONLY,valid
SELECT TOP 3 * FROM solve WHERE snow = 'possible',valid
SELECT * FROM quick WHERE essential = 'grabbed' LIMIT 3,valid
SELECT * FROM rain WHERE movement = 'garden' FETCH FIRST 3 ROWS ONLY,valid
SELECT MIN ( whose )  AS whenever FROM sunlight,valid
SELECT MIN ( smell )  AS party FROM medicine,valid
SELECT * FROM  ( SELECT running FROM these ) ,valid
SELECT TOP 3 * FROM track SELECT * FROM pour 3SELECT * FROM lips,valid
SELECT * FROM short 3 SELECT * FROM courage,valid
SELECT * FROM slave FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM useful,valid
SELECT TOP 50 PERCENT * FROM instance SELECT * FROM widely FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM pack,valid
SELECT * FROM ten FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM draw,valid
SELECT TOP 3 * FROM lift WHERE man = 'pleasure' SELECT * FROM even,valid
SELECT * FROM variety WHERE gun = 'appropriate' LIMIT 3,valid
SELECT * FROM sat WHERE finest = 'satisfied' FETCH FIRST 3 ROWS ONLY,valid
SELECT AVG ( broad ) FROM trouble,valid
SELECT * FROM welcome WHERE eventually NOT LIKE '[identity]%',valid
SELECT AVG ( generally ) FROM signal SELECT SUM ( clay ) ,valid
SELECT AVG ( food ) FROM sit SELECT SUM ( wave ) ,valid
SELECT AVG ( disappear )  FROM nearly  SELECT SUM ( porch ) ,valid
SELECT COUNT ( numeral ) FROM breeze,valid
SELECT COUNT ( actual ) FROM neck,valid
SELECT AVG ( fort ) FROM interior,valid
SELECT * FROM bush WHERE five NOT LIKE 'bite%',valid
SELECT * FROM upward WHERE sound LIKE '%out%',valid
SELECT * FROM position  WHERE electricity NOT LIKE '[pain]%',valid
"  SELECT * FROM examine WHERE hello IN  ( 'shoot', 'happy', 'ball' )  ",valid
"  SELECT * FROM twenty WHERE court NOT IN  ( 'yesterday', 'blind', 'evidence' )  ",valid
SELECT * FROM folks WHERE activity IN  ( SELECT frozen FROM did ) ,valid
SELECT * FROM national WHERE with  BETWEEN 10 AND 20,valid
SELECT * FROM powerful WHERE melted BETWEEN 'dinner' AND 'topic',valid
"SELECT * FROM having WHERE planning BETWEEN ""avoid"" AND    ""lot""",valid
SELECT * FROM driving WHERE habit NOT BETWEEN 'fully' AND 'chart',valid
SELECT * FROM nearby WHERE closely BETWEEN several09/01/1996kind AND muscle15/31/1996relationship,valid
SELECT * FROM ten WHERE corn BETWEEN '1996-07-01' AND '1996-07-31',valid
SELECT AVG ( relationship ) FROM when SELECT SUM ( consist ) ,valid
SELECT COUNT ( keep )  FROM musical,valid
SELECT COUNT ( simplestID ) FROM here,valid
SELECT AVG ( Price ) FROM his,valid
SELECT * FROM expect WHERE ought BETWEEN '1996-07-01' AND '1996-07-31',valid
"  SELECT copperID AS ID, thee AS connected FROM up",valid
"  SELECT closelyID AS ID, base AS depend FROM experiment",valid
"  SELECT walk AS throw, needed AS [any]  FROM death",valid
"   SELECT anybody, church+ ', ' + parent+ ' ' + men+ ', ' + whenever AS suppose  FROM industrial",valid
SELECT represent ( s ) FROM ordinary INNER JOIN,valid
"   SELECT box,driving,represent,noise,doctor     (  (  deer JOIN lead ON neck.dust =  scared.teeth )   INNER JOIN petON Orders.central =  likely.continentID ) ",valid
SELECT metal ( s )  FROM involved LEFT JOIN,valid
"  SELECT battle,expect,none FROM stranger LEFT JOIN Orders ON substance.roarID =  time.special ORDER BY dead.mainly",valid
SELECT nearest ( s FROM apartment RIGHT JOIN,valid
"  SELECT Orders.proverID, Employees.although, Employees.thin FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.equipmentID ORDER BY Orders.keyID",valid
SELECT include ( s )  FROM egg FULL OUTER JOIN,valid
" SELECT column_name ( s )  FROM might,birth",valid
SELECT ask ( s )  FROM official UNION,valid
SELECT storm ( s )  FROM property SELECT mood ( s ) ,valid
SELECT whole ( s )  FROM dry UNION ALL,valid
SELECT steep ( s )  FROM laid SELECT point FROM tribe,valid
SELECT wealth FROM poem UNION SELECT taken FROM various ORDER BY blew,valid
SELECT business FROM word UNION ALL SELECT desk FROM exactly ORDER BY fear,valid
"  SELECT automobile,large FROM sleep WHERE extra = 'biggest' UNION SELECT sheet, had FROM rabbit",valid
"   SELECT COUNT ( stand ) , type FROM curve BY around",valid
"   SELECT Employees.buried, COUNT ( Orders.sleptID )  AS eagerFROM    ( OrdersINNER JOIN wild ON Orders.angryID  =  Employees.southernID ) ",valid
SELECT * FROM soil FETCH FIRST 50 PERCENT ROWS ONLY,valid
SELECT entire,valid
SELECT * FROM birds,valid
SELECT your FROM natural,valid
SELECT DISTINCT straight FROM community,valid
SELECT COUNT ( DISTINCT rear )  FROM strike,valid
FROM  ( SELECT DISTINCT term FROM river ) ,valid
SELECT * FROM division,valid
SELECT * FROM customs WHERE fifty = 'many',valid
SELECT * FROM action WHERE happily = 'per',valid
SELECT * FROM motor  WHERE ordinary = fox,valid
SELECT * FROM play WHERE share = 'border'  AND City = 'nearby',valid
SELECT * FROM join WHERE bad = 'rain'  OR silent = 'possible',valid
SELECT * FROM riding WHERE mountain = 'feet'  OR therefore = 'equipment',valid
SELECT * FROM classroom WHERE    NOT lonely = 'work',valid
SELECT * FROM flag WHERE thrown = 'hour'  AND  ( heart = 'spell' OR open = 'massage' ) ,valid
SELECT * FROM pride WHERE NOT directly = 'thousand'  AND NOT instant = 'spread',valid
SELECT * FROM service ORDER BY connected,valid
SELECT * FROM build ORDER BY plenty DESC,valid
" SELECT * FROM hurt ORDER BY longer, me",valid
" SELECT * FROM rays ORDER BY couple ASC, highway DESC",valid
"INSERT INTO teeth ( blue, weak, coal, missing, easily, coal )  VALUES  ( 'water', 'like'. herd', 'pan', 'block', 'trip', 'forgotten' )  ",valid
"INSERT INTO list  ( aid, pot, interior )  VALUES  ( 'blood', 'surface', 'surrounded' )  ",valid
"   SELECT can, egg, porch FROM fully WHERE bread  IS NULL",valid
"   SELECT lack, no, previousFROM twenty WHERE nails  IS NOT NULL",valid
"  UPDATE do SET action =  'come', City =  'thought' WHERE grandmother =  plain",valid
 UPDATE breakfast SET science = 'strong'WHERE finish = 'main',valid
SELECT * FROM what,valid
DELETE FROM stared WHERE system = 'whole',valid
DELETE FROM wrong,valid
SELECT replace ( s )  FROM cause,valid
SELECT * FROM  ( SELECT silly FROM thin ) ,valid
SELECT TOP 3 * FROM nature,valid
SELECT * FROM proud 3,valid
SELECT * FROM every FETCH FIRST 3 ROWS ONLY,valid
SELECT TOP 50 PERCENT * FROM noise,valid
SELECT * FROM look FETCH FIRST 50 PERCENT ROWS ONLY,valid
SELECT TOP 3 * FROM shells WHERE frog = 'corner',valid
SELECT * FROM mainly WHERE alike = 'map' LIMIT 3,valid
SELECT * FROM instant WHERE noise = 'numeral' FETCH FIRST 3 ROWS ONLY,valid
SELECT MIN ( without )  AS pool FROM mental,valid
SELECT MIN ( boy )  AS who FROM speech,valid
SELECT * FROM  ( SELECT instance FROM coach ) ,valid
SELECT TOP 3 * FROM skill SELECT * FROM reach 3SELECT * FROM sudden,valid
SELECT * FROM had 3 SELECT * FROM growth,valid
SELECT * FROM giant FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM sure,valid
SELECT TOP 50 PERCENT * FROM enter SELECT * FROM soldier FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM property,valid
SELECT * FROM table FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM east,valid
SELECT TOP 3 * FROM pair WHERE five = 'avoid' SELECT * FROM chose,valid
SELECT * FROM sound WHERE stove = 'empty' LIMIT 3,valid
SELECT * FROM worried WHERE badly = 'week' FETCH FIRST 3 ROWS ONLY,valid
SELECT AVG ( office ) FROM among,valid
SELECT * FROM fierce WHERE valley NOT LIKE '[can]%',valid
SELECT AVG ( sink ) FROM outline SELECT SUM ( neighborhood ) ,valid
SELECT AVG ( flight ) FROM bone SELECT SUM ( but ) ,valid
SELECT AVG ( everything )  FROM prove  SELECT SUM ( glad ) ,valid
SELECT COUNT ( own ) FROM breeze,valid
SELECT COUNT ( possibly ) FROM roll,valid
SELECT AVG ( wing ) FROM becoming,valid
SELECT * FROM voyage WHERE pair NOT LIKE 'stream%',valid
SELECT * FROM fresh WHERE remove LIKE '%frame%',valid
SELECT * FROM bend  WHERE own NOT LIKE '[needle]%',valid
"  SELECT * FROM boy WHERE football IN  ( 'sudden', 'weak', 'process' )  ",valid
"  SELECT * FROM process WHERE factor NOT IN  ( 'wait', 'therefore', 'example' )  ",valid
SELECT * FROM together WHERE birthday IN  ( SELECT location FROM entire ) ,valid
SELECT * FROM idea WHERE improve  BETWEEN 10 AND 20,valid
SELECT * FROM area WHERE Price NOT BETWEEN 10 AND 20,valid
SELECT * FROM total WHERE during BETWEEN 'scared' AND 'faster',valid
"SELECT * FROM careful WHERE lift BETWEEN ""ground"" AND    ""history""",valid
SELECT * FROM barn WHERE sheet NOT BETWEEN 'century' AND 'health',valid
SELECT * FROM get WHERE citizen BETWEEN alone09/01/1996getting AND behavior15/31/1996under,valid
SELECT * FROM himself WHERE dried BETWEEN '1996-07-01' AND '1996-07-31',valid
SELECT AVG ( essential ) FROM row SELECT SUM ( gradually ) ,valid
SELECT COUNT ( term )  FROM scared,valid
SELECT COUNT ( noseID ) FROM fastened,valid
SELECT AVG ( Price ) FROM deal,valid
SELECT * FROM bar WHERE ants BETWEEN '1996-07-01' AND '1996-07-31',valid
"  SELECT lipsID AS ID, area AS pattern FROM way",valid
"  SELECT articleID AS ID, planning AS thousand FROM related",valid
"  SELECT are AS rod, fence AS [worker]  FROM swung",valid
"   SELECT enemy, pay+ ', ' + process+ ' ' + myself+ ', ' + hold AS value  FROM stick",valid
SELECT fire ( s ) FROM stepped INNER JOIN,valid
"   SELECT activity,rod,mile,least,truck     (  (  swing JOIN count ON laugh.yes =  say.good )   INNER JOIN shopON Orders.fur =  shine.pupilID ) ",valid
SELECT interest ( s )  FROM hung LEFT JOIN,valid
"  SELECT flew,instead,vapor FROM independent LEFT JOIN Orders ON earn.thoughID =  plate.built ORDER BY rocky.surface",valid
SELECT father ( s FROM when RIGHT JOIN,valid
"  SELECT Orders.obtainrID, Employees.curious, Employees.nodded FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.dieID ORDER BY Orders.sickID",valid
SELECT describe ( s )  FROM hay FULL OUTER JOIN,valid
" SELECT column_name ( s )  FROM curious,bus",valid
SELECT chest ( s )  FROM line UNION,valid
SELECT bottle ( s )  FROM needs SELECT too ( s ) ,valid
SELECT save ( s )  FROM fairly UNION ALL,valid
SELECT police ( s )  FROM luck SELECT not FROM exist,valid
SELECT solve FROM popular UNION SELECT find FROM helpful ORDER BY wheel,valid
SELECT origin FROM method UNION ALL SELECT principle FROM battle ORDER BY one,valid
"  SELECT gray,path FROM monkey WHERE drive = 'driver' UNION SELECT anywhere, instance FROM above",valid
"   SELECT COUNT ( making ) , swimming FROM breakfast BY storm",valid
"   SELECT Employees.tomorrow, COUNT ( Orders.silenceID )  AS heardFROM    ( OrdersINNER JOIN store ON Orders.islandID  =  Employees.elseID ) ",valid
SELECT * FROM thy FETCH FIRST 50 PERCENT ROWS ONLY,valid
SELECT border,valid
SELECT * FROM repeat,valid
SELECT child FROM hurt,valid
SELECT DISTINCT effort FROM spell,valid
SELECT COUNT ( DISTINCT salt )  FROM equator,valid
SELECT Count ( * )  AS giant,valid
FROM  ( SELECT DISTINCT dull FROM basic ) ,valid
SELECT * FROM bag,valid
SELECT * FROM never WHERE at = 'level',valid
SELECT * FROM boy WHERE evidence = 'grade',valid
SELECT * FROM sink  WHERE steel = now,valid
SELECT * FROM compare WHERE journey = 'improve'  AND City = 'trick',valid
SELECT * FROM temperature WHERE including = 'adventure'  OR be = 'gradually',valid
SELECT * FROM still WHERE figure = 'steep'  OR surface = 'series',valid
SELECT * FROM running WHERE    NOT rocky = 'involved',valid
SELECT * FROM police WHERE frame = 'fifty'  AND  ( plain = 'noise' OR court = 'should' ) ,valid
SELECT * FROM strong WHERE NOT swam = 'from'  AND NOT deal = 'cloth',valid
SELECT * FROM imagine ORDER BY practice,valid
SELECT * FROM however ORDER BY driving DESC,valid
" SELECT * FROM promised ORDER BY there, bet",valid
" SELECT * FROM positive ORDER BY human ASC, pleasure DESC",valid
"INSERT INTO line ( center, soap, came, farther, bread, pot )  VALUES  ( 'night', 'moment'. any', 'pile', 'desk', 'baby', 'does' )  ",valid
"INSERT INTO chief  ( horse, family, needed )  VALUES  ( 'hall', 'outer', 'master' )  ",valid
"   SELECT engineer, shown, scientist FROM physical WHERE exclaimed  IS NULL",valid
"   SELECT small, church, memberFROM naturally WHERE up  IS NOT NULL",valid
"  UPDATE broad SET moving =  'spin', City =  'mixture' WHERE corn =  which",valid
 UPDATE known SET weight = 'slabs'WHERE front = 'image',valid
SELECT * FROM sheep,valid
DELETE FROM excellent WHERE fastened = 'aware',valid
DELETE FROM examine,valid
SELECT form ( s )  FROM grown,valid
SELECT * FROM  ( SELECT meal FROM sat ) ,valid
SELECT TOP 3 * FROM slip,valid
SELECT * FROM purpose 3,valid
SELECT * FROM rubbed FETCH FIRST 3 ROWS ONLY,valid
SELECT TOP 50 PERCENT * FROM weigh,valid
SELECT * FROM species FETCH FIRST 50 PERCENT ROWS ONLY,valid
SELECT TOP 3 * FROM pig WHERE slow = 'cry',valid
SELECT * FROM sense WHERE lay = 'independent' LIMIT 3,valid
SELECT * FROM honor WHERE moment = 'wave' FETCH FIRST 3 ROWS ONLY,valid
SELECT MIN ( die )  AS nor FROM feel,valid
SELECT MIN ( purple )  AS collect FROM luck,valid
SELECT * FROM  ( SELECT weak FROM breakfast ) ,valid
SELECT TOP 3 * FROM suppose SELECT * FROM stairs 3SELECT * FROM sharp,valid
SELECT * FROM course 3 SELECT * FROM press,valid
SELECT * FROM dust FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM wherever,valid
SELECT TOP 50 PERCENT * FROM cold SELECT * FROM particular FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM express,valid
SELECT * FROM enter FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM situation,valid
SELECT TOP 3 * FROM simple WHERE especially = 'frame' SELECT * FROM kind,valid
SELECT * FROM apple WHERE test = 'eaten' LIMIT 3,valid
SELECT * FROM studied WHERE discuss = 'free' FETCH FIRST 3 ROWS ONLY,valid
SELECT AVG ( build ) FROM gradually,valid
SELECT * FROM garden WHERE bear NOT LIKE '[hill]%',valid
SELECT AVG ( for ) FROM verb SELECT SUM ( drink ) ,valid
SELECT AVG ( basis ) FROM broke SELECT SUM ( rule ) ,valid
SELECT AVG ( molecular )  FROM week  SELECT SUM ( everywhere ) ,valid
SELECT COUNT ( machinery ) FROM unknown,valid
SELECT COUNT ( those ) FROM provide,valid
SELECT AVG ( feel ) FROM lion,valid
SELECT * FROM electric WHERE distant NOT LIKE 'plenty%',valid
SELECT * FROM difficult WHERE sick LIKE '%serve%',valid
SELECT * FROM people  WHERE gray NOT LIKE '[obtain]%',valid
